SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SILLYMONKS,EQ,17.52,17.71,16.61,16.98,16.61,17.44,4952,85547.83,29-Jul-2025,116,INE203Y01012
SILVERTUC,EQ,763.95,781,750.65,771.1,767.9,764.05,28064,21576094.00,29-Jul-2025,1482,INE625X01018
SIMBHALS,BE,15.8,16.19,15.15,16.08,16.16,15.73,4451,69566.74,29-Jul-2025,41,INE748T01016
SIMPLEXINF,EQ,308.3,320,301.2,318.8,318,304.6,189975,59722100.60,29-Jul-2025,2977,INE059B01024
SINCLAIR,EQ,105,105,100.2,101.6,102.15,103.19,46653,4725167.54,29-Jul-2025,1130,INE985A01022
SINDHUTRAD,EQ,29.36,29.46,27.91,28.3,28.45,29.07,2438597,69522236.28,29-Jul-2025,11299,INE325D01025
SINTERCOM,EQ,127.99,131.69,126.1,128.51,127.96,128.27,10406,1332587.15,29-Jul-2025,275,INE129Z01016
SIRCA,EQ,414,419.7,408.05,418.2,417,413.8,369935,153333994.75,29-Jul-2025,6843,INE792Z01011
SIS,EQ,371,378.95,371,376.95,376,375.25,15416,5802370.40,29-Jul-2025,1201,INE285J01028
SITINET,BZ,0.58,0.58,0.55,0.55,0.56,0.57,1003188,568790.32,29-Jul-2025,233,INE965H01011
SIYSIL,EQ,662,683,662,677.65,678.95,660.05,151188,101562004.50,29-Jul-2025,14633,INE076B01028
SJS,EQ,1230,1254,1181.5,1238.2,1242,1223.2,215307,260991439.90,29-Jul-2025,30828,INE284S01014
SJVN,EQ,94.59,96.49,94.14,96.16,96.47,94.63,3490526,333312428.44,29-Jul-2025,19374,INE002L01015
SKFINDIA,EQ,4824.6,4864.9,4742,4842.4,4830,4824.6,21756,104669402.10,29-Jul-2025,4844,INE640A01023
SKIPPER,EQ,450,484.75,446.6,479.7,483.9,452.1,484351,226231023.15,29-Jul-2025,17595,INE439E01022
SKMEGGPROD,BE,301.45,301.45,291.45,292.5,292.5,296.35,19298,5685185.70,29-Jul-2025,142,INE411D01015
SKYGOLD,EQ,305.7,305.75,297.5,303,302.5,305.7,905872,273634965.90,29-Jul-2025,11443,INE01IU01018
SLONE,SM,311,319.95,310.5,319.95,319.95,308.9,3200,1001560.00,29-Jul-2025,4,INE0SMA01017
SMARTEN,SM,142.9,142.9,122.5,132.2,131.25,137.45,658800,85323240.00,29-Jul-2025,502,INE14GK01016
SMARTLINK,EQ,147.76,149.39,145.21,147.56,147.45,147.71,1444,212418.82,29-Jul-2025,77,INE178C01020
SMARTWORKS,EQ,410.5,420.5,406.7,418.85,419.9,410.6,452218,187504462.25,29-Jul-2025,10755,INE0NAZ01010
SMCGLOBAL,EQ,147.96,149.35,142.85,144.5,143.6,147.96,77868,11358268.63,29-Jul-2025,2071,INE103C01036
SMLISUZU,EQ,3490,3517,3429.1,3429.1,3429.1,3609.5,47138,162889298.30,29-Jul-2025,1940,INE294B01019
SMSLIFE,EQ,1140.6,1157.9,1081.1,1124,1140,1136.4,4318,4811742.70,29-Jul-2025,808,INE320X01016
SMSPHARMA,EQ,240.4,240.4,234,237,235.45,240.65,46938,11103363.05,29-Jul-2025,2408,INE812G01025
SMVD,ST,10.4,10.4,10.4,10.4,10.4,10.9,4040,42016.00,29-Jul-2025,1,INE702Y01013
SNOWMAN,EQ,54.9,55.49,54.3,54.93,55.1,54.49,328528,18034065.56,29-Jul-2025,2359,INE734N01019
SOBHA,EQ,1585,1598.8,1539.3,1563.8,1564.2,1602.2,246805,385688771.10,29-Jul-2025,36313,INE671H01015
SOFTTECH,EQ,374.6,374.6,350.6,358.7,357,368.45,8346,2980757.00,29-Jul-2025,494,INE728Z01015
SOLARINDS,EQ,14462,14551,14360,14471,14482,14467,123437,1781122466.00,29-Jul-2025,31133,INE343H01029
SOLARA,EQ,657.2,657.2,638.6,645.15,647,657.25,108436,70026926.20,29-Jul-2025,9147,INE624Z01016
SOLARAPP1,E1,454.6,463.85,436,449.8,454,457.55,1776,804476.80,29-Jul-2025,65,IN9624Z01022
SOLEX,ST,1435,1453.5,1435,1450,1450,1425,13375,19360250.00,29-Jul-2025,59,INE880Y01017
BALCO,SM,34.8,35.5,34.75,35.5,35.5,36.55,4800,167760.00,29-Jul-2025,4,INE0U0201016
SDBL,EQ,153,155,150.4,154.01,154,153,975431,149132801.39,29-Jul-2025,15742,INE480C01038
SOMATEX,BE,96.64,96.64,96.64,96.64,96.64,98.62,4538,438552.32,29-Jul-2025,41,INE314C01013
SOMANYCERA,EQ,527.95,533.5,522,525.1,528.05,527.55,13663,7186625.30,29-Jul-2025,2199,INE355A01028
SOMICONVEY,EQ,146.03,153.1,146.01,150.74,150.37,148.8,6934,1042071.31,29-Jul-2025,350,INE323J01019
SONACOMS,EQ,465,471.95,463.2,470.5,471,465.55,1649095,770775236.50,29-Jul-2025,32145,INE073K01018
SONAMAC,SM,78,78,77.15,77.15,77.15,78.1,2000,155150.00,29-Jul-2025,2,INE0Q6H01012
SONAMLTD,EQ,48.03,49.47,48,48.33,48,48.09,17033,830231.83,29-Jul-2025,226,INE00LM01029
SONATSOFTW,EQ,407,409.95,399.15,408.25,408.3,408,562882,227518897.30,29-Jul-2025,19042,INE269A01021
SONUINFRA,SM,122,122.05,119.05,119.35,119.35,122,9000,1085700.00,29-Jul-2025,5,INE0JZA01018
SOTAC,SM,123.95,123.95,123.95,123.95,123.95,128.95,1200,148740.00,29-Jul-2025,1,INE0O2D01012
SOUTHWEST,BE,138.79,139.65,133,136.75,136.1,138.1,20876,2824726.68,29-Jul-2025,229,INE980Y01015
SPCENET,BE,6.56,6.63,6.56,6.6,6.6,6.7,480365,3169323.36,29-Jul-2025,225,INE970N01027
SPANDANA,EQ,269.05,274.05,265.65,269.25,272.75,271.25,326591,87911256.85,29-Jul-2025,8354,INE572J01011
SPECIALITY,EQ,130.5,130.5,127.36,129.82,129.8,130.19,20910,2704883.65,29-Jul-2025,502,INE247M01014
SPECTRUM,EQ,1610.5,1640,1560.3,1629,1563,1610.5,6863,11094972.80,29-Jul-2025,1187,INE01EO01010
SPECTSTM,SM,109.75,109.75,109.75,109.75,109.75,110.85,1600,175600.00,29-Jul-2025,2,INE0OL001018
SPENCERS,EQ,60.15,60.81,59.9,60.2,60.5,60.41,32562,1960274.47,29-Jul-2025,351,INE020801028
SPIC,EQ,98.02,105.3,97.43,100.3,100.6,98.33,7476772,764828118.95,29-Jul-2025,44762,INE147A01011
SPLIL,BE,40,40.1,39.8,40.1,40.1,40,1376,54968.98,29-Jul-2025,15,INE978G01016
SPMLINFRA,EQ,280,292.99,276,290.01,291.91,278.5,795836,227442352.23,29-Jul-2025,14416,INE937A01023
SPORTKING,EQ,122,129.98,120.1,125.99,127,122.74,472479,59879002.67,29-Jul-2025,7165,INE885H01029
SPUNWEB,ST,149.1,149.1,138.45,142.05,143,145.7,224400,31442700.00,29-Jul-2025,115,INE19QH01010
SRHHYPOLTD,EQ,607.35,650.65,607.35,638.2,642,613.7,32670,20802397.35,29-Jul-2025,3706,INE917H01012
SREEL,EQ,241.6,243.7,236.95,238.3,238.15,240.25,3659,878787.35,29-Jul-2025,191,INE099F01013
SRF,EQ,3045,3122.9,3042.1,3110,3109,3056.6,441091,1365934593.70,29-Jul-2025,53132,INE647A01010
SRGHFL,EQ,320.3,322.05,315,318.65,317,319.1,6100,1936444.10,29-Jul-2025,68,INE559N01010
SABTNL,BE,892.9,892.9,892.9,892.9,892.9,850.4,1073,958081.70,29-Jul-2025,65,INE416A01044
HAVISHA,BE,2.04,2.14,2.04,2.05,2.04,2.05,7912,16423.47,29-Jul-2025,58,INE293B01029
SSFL,SM,171,172,170,172,172,171,3000,511525.00,29-Jul-2025,6,INE0ON201012
SRM,EQ,437.05,464.1,437.05,459.35,459,441.25,85869,39133143.60,29-Jul-2025,4751,INE0R6Z01013
STALLION,EQ,114.81,125.69,113.68,121.9,122.25,115.47,1647063,200020635.01,29-Jul-2025,18372,INE0RYC01010
SGLTL,BE,173,185.59,173,184.87,184.99,176.76,282719,51425306.76,29-Jul-2025,1702,INE0M4D01010
SIL,EQ,19.48,20.38,19.25,19.62,19.6,19.48,101128,2004576.53,29-Jul-2025,692,INE173A01025
STANLEY,EQ,330,333.65,328.2,331.8,333,330.55,17862,5916156.45,29-Jul-2025,1135,INE01A001028
STARCEMENT,EQ,227.08,235.9,225.93,234.9,235.2,227.08,384221,89124022.33,29-Jul-2025,10204,INE460H01021
STARHEALTH,EQ,420.2,429.35,418.1,426.75,425.6,423.6,493744,209294792.15,29-Jul-2025,17075,INE575P01011
STARPAPER,EQ,175.41,177,173.1,175.16,177,175.04,5628,982907.52,29-Jul-2025,194,INE733A01018
STARTECK,EQ,312.05,317,305.05,307.7,305.45,307.4,9183,2827578.80,29-Jul-2025,358,INE992I01013
SBIN,EQ,796.2,800,793.1,799.2,798.85,797.15,7833759,6245123153.40,29-Jul-2025,133563,INE062A01020
SAIL,EQ,124.99,126.75,123.3,126.01,126.14,125.59,14642340,1837947202.24,29-Jul-2025,57330,INE114A01011
STEELCITY,EQ,108.45,108.49,105.99,106.26,106.4,106.95,11167,1187030.16,29-Jul-2025,220,INE395H01011
STEELXIND,EQ,10.63,11.19,10.46,10.89,10.92,10.66,12326236,134750993.11,29-Jul-2025,7560,INE503B01021
SSWL,EQ,232.9,236.55,231.5,233.7,234.65,232.95,129571,30288110.30,29-Jul-2025,7223,INE802C01033
STEELCAS,EQ,1221.8,1244.9,1185.3,1239.3,1232,1221.8,23304,28536193.90,29-Jul-2025,3491,INE124E01020
STEL,EQ,404.5,419.9,403.6,413.35,415.95,401.65,2058,842645.00,29-Jul-2025,191,INE577L01016
STERTOOLS,EQ,351.15,355.75,343.55,345.1,345,351.15,138581,48057233.45,29-Jul-2025,3652,INE334A01023
STLTECH,EQ,126.84,132.5,124.4,128.49,128.1,126.88,8958100,1151565887.21,29-Jul-2025,54141,INE089C01029
SGL,BE,13.42,14.39,13.42,14.07,14.07,14.1,3299,46089.72,29-Jul-2025,48,INE353H01010
STOVEKRAFT,EQ,609.9,609.9,593,596.3,599,605.2,50300,30089733.25,29-Jul-2025,4332,INE00IN01015
STAR,EQ,925,972,918.05,954.55,950,922.35,1869895,1782200235.50,29-Jul-2025,71967,INE939A01011
SWSOLAR,EQ,284.9,291.5,279.15,290.4,290.45,285,2043286,583630264.45,29-Jul-2025,30407,INE00M201021
STYLAMIND,EQ,1852.4,1879.6,1770.5,1787.1,1780.1,1866.4,79565,146298560.00,29-Jul-2025,8037,INE239C01020
STYRENIX,EQ,2915,2915,2862.7,2889.1,2888,2940.6,27729,80185303.80,29-Jul-2025,5505,INE189B01011
SUBEXLTD,BE,13.45,13.65,13,13.33,13.39,13.45,530974,7084140.81,29-Jul-2025,1410,INE754A01055
SUBROS,EQ,848.2,926,823.1,895.8,894.7,835.95,358463,319610384.95,29-Jul-2025,32707,INE287B01021
SUDARSCHEM,EQ,1364.1,1425,1355.4,1414.3,1415,1366.5,1502341,2101244979.10,29-Jul-2025,73895,INE659A01023
SUKHJITS,EQ,176.37,176.76,173.05,174.77,174.55,174.76,10760,1889254.60,29-Jul-2025,383,INE450E01029
SULA,EQ,290,292.9,289.4,291.4,292.15,290.15,122610,35681712.40,29-Jul-2025,4934,INE142Q01026
SUMEETINDS,BE,121.91,126.88,121.91,126.88,126.88,124.4,47023,5922775.83,29-Jul-2025,241,INE235C01028
SUMIT,EQ,88.75,88.75,84.55,86.82,86.9,86.92,27907,2403125.88,29-Jul-2025,879,INE748Z01013
SUMICHEM,EQ,576.1,612,576.1,604.7,608,580.3,789420,474154700.15,29-Jul-2025,31220,INE258G01013
SUMMITSEC,EQ,2040.2,2170.1,2020.3,2066.2,2056,2040.2,44846,94170682.70,29-Jul-2025,6869,INE519C01017
SPARC,EQ,149.65,154.25,148.1,153.53,153.93,149.97,250578,38105775.72,29-Jul-2025,6112,INE232I01014
SUNPHARMA,EQ,1698,1718,1697.1,1710.5,1717.8,1702.2,1325544,2267780754.80,29-Jul-2025,53405,INE044A01036
SUNTV,EQ,568.15,575.75,561.65,574.2,573.95,567.55,133253,75724267.55,29-Jul-2025,7374,INE424H01027
SUNDRMBRAK,EQ,867,887.9,861.05,871.8,869,867.3,2201,1926197.65,29-Jul-2025,383,INE073D01013
SUNCLAY,EQ,1945,1979.9,1894.2,1919,1924.8,1942.2,6063,11640994.10,29-Jul-2025,1409,INE0Q3R01026
SUNDARMHLD,EQ,466.5,488.35,465,483.95,483.8,470,110008,52651434.35,29-Jul-2025,10848,INE202Z01029
SUNDARMFIN,EQ,4929,4929,4711,4745.5,4750,4899.5,81761,389257162.00,29-Jul-2025,17779,INE660A01013
SUNDARAM,EQ,2.16,2.17,2.11,2.13,2.13,2.16,492780,1057799.89,29-Jul-2025,346,INE108E01023
SUNDRMFAST,EQ,983,1010,978.8,1004.9,1010,991.2,43177,42878012.70,29-Jul-2025,4570,INE387A01021
SUNDROP,EQ,859.2,859.2,828.85,843.9,841,844.25,7776,6525143.70,29-Jul-2025,1007,INE209A01019
SUNFLAG,EQ,280,284.05,275.8,282.9,282.25,278.35,179910,50368513.95,29-Jul-2025,5464,INE947A01014
SEL,SM,238,248.5,238,248.5,248.5,238,800,192900.00,29-Jul-2025,4,INE0O3O01017
SUNLITE,ST,164.5,164.85,163.75,164.85,164.85,157,19200,3160800.00,29-Jul-2025,12,INE0U2N01013
SUNREST,SM,54.45,54.45,54.45,54.45,54.45,51.1,1600,87120.00,29-Jul-2025,1,INE0PLZ01012
SUNTECH,SM,75.05,79.5,75.05,78.45,79,77.75,40000,3106320.00,29-Jul-2025,25,INE0SGZ01016
SUNTECK,EQ,402.45,409.9,401,408.45,408.8,402.85,111338,45125084.80,29-Jul-2025,7061,INE805D01034
SUPERSPIN,EQ,9.85,10.49,9.64,9.74,9.83,9.73,319013,3210741.21,29-Jul-2025,995,INE662A01027
SUPERHOUSE,EQ,166.42,172,166.42,168.57,167.3,167.91,2475,417408.08,29-Jul-2025,155,INE712B01010
SUPRAJIT,EQ,461.6,466.9,452.2,463.15,464.75,463.9,66460,30617788.85,29-Jul-2025,6479,INE399C01030
SFML,SM,38.25,38.25,37.2,37.2,37.2,38.25,9600,361840.00,29-Jul-2025,6,INE0U6N01014
SUPREME,EQ,70.96,74.4,69.96,73.13,73,70.96,15908,1144363.51,29-Jul-2025,347,INE822E01011
SUPREMEIND,EQ,4311,4375,4300.2,4325.4,4314.6,4295.6,242347,1050952420.90,29-Jul-2025,25368,INE195A01028
SUPREMEINF,BZ,124.7,125,120,121.05,122.48,124.7,8129,984607.01,29-Jul-2025,87,INE550H01011
SPLPETRO,EQ,795.7,807,792,794.5,794.55,802.95,27787,22208830.60,29-Jul-2025,2679,INE663A01033
SUPREMEPWR,ST,212.95,216.5,204.05,211.1,211.5,212.95,50000,10457250.00,29-Jul-2025,89,INE0QHG01026
SUPRIYA,EQ,666.65,676,660.75,673.15,674.2,671.55,167237,111755378.45,29-Jul-2025,10943,INE07RO01027
SURAJEST,EQ,294.2,296,288,293.05,296,294.25,109597,32019316.90,29-Jul-2025,4094,INE843S01025
SURAJLTD,EQ,350.05,360.1,350.05,358.3,353.5,354.5,22708,8085985.65,29-Jul-2025,304,INE713C01016
SURAKSHA,EQ,306.3,308,298,306.55,304.6,304.8,21311,6449647.95,29-Jul-2025,1204,INE877V01027
SURANASOL,EQ,32.88,33.96,32.34,32.87,32.7,32.3,124043,4093262.50,29-Jul-2025,1613,INE272L01022
SURANAT&P,EQ,19,19.22,18.6,18.78,18.85,18.81,53140,996702.46,29-Jul-2025,450,INE130B01031
SURANI,SM,100,100,94.9,98.3,94.9,100,1000,98980.00,29-Jul-2025,5,INE01ZJ01015
SBGLP,BE,45.27,45.27,42.1,42.6,43.84,43.12,17086,731305.63,29-Jul-2025,73,INE05ST01028
SURYAROSNI,EQ,333,341.85,332.45,340.85,340.65,335.45,173020,58516101.55,29-Jul-2025,9357,INE335A01020
SURYALAXMI,EQ,70.98,71.7,69.81,70.27,70.7,70.39,18910,1334814.35,29-Jul-2025,361,INE713B01026
SURYODAY,EQ,129.25,130.4,128.05,128.91,129,129.25,59570,7674720.65,29-Jul-2025,1427,INE428Q01011
SUTLEJTEX,EQ,42.36,44.13,42.36,43.28,43.88,42.36,26213,1138100.60,29-Jul-2025,552,INE645H01027
SUVEN,BE,276.9,282.6,270,280.16,282.3,276.01,64784,17946620.30,29-Jul-2025,1394,INE495B01038
SUVIDHAA,BE,4.7,4.88,4.46,4.78,4.8,4.65,147490,695949.11,29-Jul-2025,409,INE018401013
SUYOG,BE,850,870,840.55,861.4,867.9,849.55,7110,6006741.25,29-Jul-2025,137,INE442P01014
SUZLON,EQ,60.69,62.61,59.95,61.79,61.98,60.85,53322991,3271698267.75,29-Jul-2025,152462,INE040H01021
SVPGLOB,EQ,3.45,3.82,3.45,3.71,3.79,3.64,87539,317399.72,29-Jul-2025,402,INE308E01029
SWANENERGY,EQ,465.7,485,462.85,482.4,484.5,466.45,1922301,914444115.00,29-Jul-2025,29919,INE665A01038
SWARAJENG,EQ,4110,4173.9,4035.5,4123.9,4149,4130,20617,84445584.50,29-Jul-2025,5204,INE277A01016
SWARAJ,ST,202,202,192.05,198.45,198.45,202,10000,1966125.00,29-Jul-2025,18,INE0GMR01016
SWASTIK,SM,31.85,31.9,31.85,31.9,31.9,30.75,3600,114720.00,29-Jul-2025,3,INE0DGC01025
SWELECTES,EQ,677.95,677.95,638,648.4,644.6,660.2,16332,10631381.60,29-Jul-2025,1351,INE409B01013
SWIGGY,EQ,408.1,415.7,402.3,413.8,413.65,407.1,5833966,2378192884.85,29-Jul-2025,67406,INE00H001014
SYLVANPLY,SM,84.95,84.95,84.95,84.95,84.95,82.5,2000,169900.00,29-Jul-2025,1,INE01IH01015
SYMPHONY,EQ,1106.3,1133.9,1097.1,1128.8,1126.1,1108.8,35747,39917843.70,29-Jul-2025,6665,INE225D01027
SYNCOMF,BE,17.69,18.37,17.49,18.36,18.37,17.5,724060,12961562.51,29-Jul-2025,2293,INE312C01025
SGIL,EQ,528.25,536.15,526,531.95,532.95,528.25,9668,5124225.65,29-Jul-2025,1001,INE00QT01015
SYNGENE,EQ,692,712.75,687.4,711.4,709.7,690.5,1870718,1315173427.25,29-Jul-2025,40597,INE398R01022
SYNOPTICS,ST,99.8,99.8,99.8,99.8,99.8,101.8,600,59880.00,29-Jul-2025,1,INE0BTR01012
SYRMA,EQ,746.35,755,740.85,746.25,745,746.35,1438218,1074995337.80,29-Jul-2025,34747,INE0DYJ01015
SYSTANGO,SM,235,238,232,237.45,237.45,234.55,14400,3396360.00,29-Jul-2025,24,INE0O7R01011
TTL,BE,13.18,13.42,12.62,13.35,13.42,12.79,385904,5146318.43,29-Jul-2025,338,INE592B01024
TAC,SM,891,910,880,900.75,896.2,875.4,13100,11663785.00,29-Jul-2025,108,INE0SOY01013
TAINWALCHM,EQ,245.23,249.59,230.35,232.9,232.1,246.99,41450,9778779.04,29-Jul-2025,2104,INE123C01018
TAJGVK,EQ,411.4,415.5,404.7,411.95,412.25,405.5,90628,37115398.15,29-Jul-2025,5052,INE586B01026
TAKE,BE,10.53,10.53,10.31,10.31,10.31,10.53,15115,156941.81,29-Jul-2025,51,INE142I01023
TALBROAUTO,EQ,276.15,282.1,276.15,281.2,281.15,280,39404,11024711.35,29-Jul-2025,1804,INE187D01029
TMB,EQ,448.45,451.95,446,448.55,449.5,447.6,75901,34009787.20,29-Jul-2025,4565,INE668A01016
TNPL,EQ,156.1,161.8,156.1,158.59,158.95,157.26,116070,18477754.36,29-Jul-2025,2979,INE107A01015
TNPETRO,BE,98,102.4,95,100.77,101,98.43,309896,31080666.11,29-Jul-2025,905,INE148A01019
TNTELE,BE,20.08,20.08,20.08,20.08,20.08,20.49,284,5702.72,29-Jul-2025,21,INE141D01018
TANKUP,ST,349.8,349.8,349.8,349.8,349.8,342.95,1000,349800.00,29-Jul-2025,1,INE0Z7N01017
TANLA,EQ,612.3,644.95,609,642.85,642.1,614.15,563916,355188777.05,29-Jul-2025,24215,INE483C01032
TAPIFRUIT,SM,74,74,74,74,74,74,750,55500.00,29-Jul-2025,1,INE0M7001010
TARACHAND,EQ,70.31,72.81,68.5,72.08,72,70.66,112956,8069967.84,29-Jul-2025,1173,INE555Z01020
TARAPUR,BE,24.91,25.29,23.55,24.27,24.37,24.79,36489,868627.38,29-Jul-2025,298,INE747K01017
TARC,EQ,185,185.99,177.86,182.78,182.01,183.15,631661,115270219.47,29-Jul-2025,17890,INE0EK901012
TARMAT,EQ,56.54,56.54,55.55,55.81,55.8,55.55,10066,563645.84,29-Jul-2025,312,INE924H01018
TARSONS,EQ,367.25,376,365.4,368.6,370,370.9,19750,7309099.55,29-Jul-2025,1589,INE144Z01023
TASTYBITE,EQ,11505,11899,11505,11712,11750,11448,10599,124237769.00,29-Jul-2025,3289,INE488B01017
TATACHEM,EQ,950.55,1004.9,949,1000,1000,934.35,9619563,9526027352.25,29-Jul-2025,185457,INE092A01019
TATACOMM,EQ,1718.1,1757.3,1715.9,1729.4,1728.2,1724.6,442463,766258037.50,29-Jul-2025,37351,INE151A01013
TCS,EQ,3060,3074,3041.2,3056,3057,3079.3,4785312,14624090930.70,29-Jul-2025,247039,INE467B01029
TATACONSUM,EQ,1059.9,1076.2,1054,1061.6,1061.6,1059.9,944513,1004048744.50,29-Jul-2025,42237,INE192A01025
TATAELXSI,EQ,6009.5,6106.5,5977.5,6090.5,6050,6035.5,108186,653123093.50,29-Jul-2025,21165,INE670A01012
TATAINVEST,EQ,6639,6787,6590.5,6717.5,6710,6646.5,33742,226908627.50,29-Jul-2025,10102,INE672A01018
TATAMOTORS,EQ,681.9,694,680.6,692.35,691.75,682.9,6239871,4296280668.20,29-Jul-2025,135285,INE155A01022
TATAPOWER,EQ,397,401.6,396,399.85,399.9,399.2,5038609,2011920426.05,29-Jul-2025,44932,INE245A01021
TATASTEEL,EQ,158.2,162.45,158.2,161.69,162.22,159.68,15262937,2453935250.07,29-Jul-2025,95240,INE081A01020
TATATECH,EQ,699.3,709.5,696.2,707.4,707.2,699.3,618012,434628907.15,29-Jul-2025,29505,INE142M01025
TTML,BE,60.42,61,59.6,60.53,61,60.42,513917,30918336.91,29-Jul-2025,5127,INE517B01013
NETF,EQ,264.01,268.98,264.01,266.92,267.6,266.57,2228,591388.62,29-Jul-2025,105,INF277K015R5
NPBET,EQ,280,280,278.6,279.7,279.7,280.32,280,78199.08,29-Jul-2025,13,INF277K010X4
TNIDETF,EQ,92,92.15,90.6,91.73,92.15,91.54,40456,3687774.89,29-Jul-2025,502,INF277KA1364
TATAGOLD,EQ,9.62,11.35,8,9.61,9.62,9.62,7812830,75006167.98,29-Jul-2025,29186,INF277KA1976
TATSILV,EQ,11.32,12,11.03,11.1,11.1,11.05,4092947,45358659.16,29-Jul-2025,7173,INF277KA1984
TATVA,EQ,1140.25,1168.65,1112.55,1144.75,1156,1134.35,167316,190242167.80,29-Jul-2025,15690,INE0GK401011
728IRFC30,NG,1133.3,1133.3,1133.3,1133.3,1133.3,1130.2,1,1133.30,29-Jul-2025,1,INE053F07801
729IRFC26,NN,1064.5,1066.45,1062.05,1066.45,1066.45,1059,1674,1782194.80,29-Jul-2025,8,INE053F07892
732IRFC25,NI,1062,1062,1062,1062,1062,1061.33,5,5310.00,29-Jul-2025,1,INE053F07827
753IRFC30,NJ,1137.16,1141.75,1137.1,1141.75,1141.75,1137,6054,6895506.95,29-Jul-2025,9,INE053F07835
764IRFC31,NO,1150,1154,1150,1151.09,1150.55,1147.13,4015,4624429.00,29-Jul-2025,14,INE053F07900
769NHAI31,NE,1155,1161,1155,1160.99,1160,1151.97,986,1139435.00,29-Jul-2025,3,INE906B07EP5
714NHAI26,N7,1100,1100,1100,1100,1100,1100,2,2200.00,29-Jul-2025,1,INE906B07EG4
739NHAI26,N8,1026,1026,1024.3,1024.57,1024.3,1030,247,253142.20,29-Jul-2025,4,INE906B07EH2
76NHAI31,NA,1117.01,1122,1117.01,1121,1121,1125,113,126239.50,29-Jul-2025,6,INE906B07EJ8
738REC27TF,N2,1085,1085,1083.72,1083.72,1083.72,1082.76,1100,1193372.00,29-Jul-2025,2,INE020B07GX4
TBI,ST,111,111,107.1,109.45,109.8,111.05,23400,2547720.00,29-Jul-2025,19,INE0N2D01013
TBOTEK,EQ,1372,1394,1355.2,1379.6,1390,1369,178667,245044819.10,29-Jul-2025,15937,INE673O01025
TCIEXP,EQ,695,705.5,685.85,701.05,701.25,694.75,7184,5008542.90,29-Jul-2025,1102,INE586V01016
TCIFINANCE,BE,13.63,13.63,12.76,13.46,13.52,13.36,6454,84882.45,29-Jul-2025,103,INE911B01018
TCPLPACK,EQ,3576,3795,3570.5,3770,3793.9,3603.3,22969,85358734.10,29-Jul-2025,5554,INE822C01015
TDPOWERSYS,EQ,465,497.75,462.05,489.75,489.2,467.05,932002,447038805.05,29-Jul-2025,38299,INE419M01027
TEAMLEASE,EQ,1870,1893.6,1870,1878.3,1875.1,1873.2,19079,35838656.00,29-Jul-2025,1525,INE985S01024
TPHQ,BE,0.76,0.76,0.76,0.76,0.76,0.78,470418,357517.68,29-Jul-2025,334,INE065J01024
TECHM,EQ,1450.6,1459.1,1436.4,1453.8,1458,1450.6,1458817,2114214588.40,29-Jul-2025,68320,INE669C01036
TECHERA,ST,201,207.9,200.9,207.9,207.9,211.35,16000,3245880.00,29-Jul-2025,19,INE0JQS01019
TECHNOE,EQ,1406,1470.9,1401,1462.5,1460,1411.4,155705,223967466.00,29-Jul-2025,19995,INE285K01026
TIIL,EQ,3299.8,3299.8,3246.9,3257.3,3250,3299.9,6568,21432121.40,29-Jul-2025,1643,INE545H01011
TECILCHEM,BE,21.22,21.22,20.8,20.8,20.8,21.23,1487,30933.06,29-Jul-2025,12,INE014B01011
TGL,ST,129.9,129.9,129.9,129.9,129.9,132.55,2000,259800.00,29-Jul-2025,10,INE0K6601012
TEGA,EQ,1856,1887.8,1842.1,1870.7,1867,1872,82683,154242655.40,29-Jul-2025,11074,INE011K01018
TEJASCARGO,ST,278,278,269.8,269.8,269.8,284,4000,1089920.00,29-Jul-2025,5,INE17WC01013
TEJASNET,EQ,572,601,566.55,591.25,594.05,576.9,1364808,801907171.75,29-Jul-2025,43958,INE010J01012
TEMBO,BE,516,516,501.55,501.55,501.55,506,6235,3192490.70,29-Jul-2025,99,INE869Y01010
TERASOFT,BE,307,315.6,307,315.5,315.5,309.45,23883,7476030.60,29-Jul-2025,130,INE482B01010
TEXINFRA,EQ,98.37,100.5,96.7,99.51,100,98.03,151184,14841353.84,29-Jul-2025,1650,INE435C01024
TEXRAIL,EQ,148.45,153.64,147.25,152.28,153.3,148.45,1587701,239635542.89,29-Jul-2025,19109,INE621L01012
TEXMOPIPES,EQ,61.02,62.17,60.4,60.76,60.42,61.21,46316,2834315.18,29-Jul-2025,519,INE141K01013
736NTPC25D,NB,1060,1060,1060,1060,1060,1060,6,6360.00,29-Jul-2025,2,INE733E07JU6
762NTPC35F,ND,1225,1225,1206.2,1206.2,1206.2,1213.04,357,433645.00,29-Jul-2025,3,INE733E07JW2
TGBHOTELS,EQ,11.5,12.44,11.34,12.14,12,11.31,45887,548879.30,29-Jul-2025,347,INE797H01018
TCL,SM,103.05,104.95,100,104.25,104,103.6,16000,1642760.00,29-Jul-2025,16,INE0QJL01014
THANGAMAYL,EQ,1780,1863.6,1767.1,1850,1852,1800.6,49021,88362291.10,29-Jul-2025,10679,INE085J01014
ANUP,EQ,2564.2,2718.5,2552.1,2692.9,2692.9,2564.2,31580,83845140.60,29-Jul-2025,8899,INE294Z01018
